cluster_id,level,level_name,domain,math_concept,apl_code,difficulty,x_coord,y_coord,z_coord,color_parity
math_l5_x7y6_f7,5,Calculus Foundations,integrals,Partial fractions,{+/ (⍺ ÷ ⍵) × ⍳⍵}  ⍝ Riemann sum approximation,intermediate,7,6,5,0
math_l5_x7y6_f8,5,Calculus Foundations,integrals,Trigonometric integrals,+/ 0.1 × ⍳10  ⍝ Approximate integral using rectangles,intermediate,7,6,5,0
math_l5_x7y6_f9,5,Calculus Foundations,integrals,Improper integrals,0.5 × (+/ 2 × ⍳10) × 0.1  ⍝ Trapezoidal rule approximation,intermediate,7,6,5,0
math_l5_x7y6_f10,5,Calculus Foundations,integrals,"Applications: area, volume, work, probability",{+/ (⍺ ÷ ⍵) × ⍳⍵}  ⍝ Riemann sum approximation,intermediate,7,6,5,0
math_l5_x8y6_f1,5,Calculus Foundations,series,Infinite series: sum of infinite terms,,intermediate,8,6,5,1
math_l5_x8y6_f2,5,Calculus Foundations,series,Geometric series: ∑arⁿ⁻¹,,intermediate,8,6,5,1
math_l5_x8y6_f3,5,Calculus Foundations,series,Telescoping series,,intermediate,8,6,5,1
math_l5_x8y6_f4,5,Calculus Foundations,series,p-series: ∑1/nᵖ,,intermediate,8,6,5,1
math_l5_x8y6_f5,5,Calculus Foundations,series,Integral test for convergence,,intermediate,8,6,5,1
math_l5_x8y6_f6,5,Calculus Foundations,series,Comparison test,,intermediate,8,6,5,1
math_l5_x8y6_f7,5,Calculus Foundations,series,Ratio test,,intermediate,8,6,5,1
math_l5_x8y6_f8,5,Calculus Foundations,series,Root test,,intermediate,8,6,5,1
math_l5_x8y6_f9,5,Calculus Foundations,series,Alternating series test,,intermediate,8,6,5,1
math_l5_x8y6_f10,5,Calculus Foundations,series,Power series and Taylor series,,intermediate,8,6,5,1
math_l5_x1y7_f1,5,Calculus Foundations,limits,Limit describes function behavior near a point,,intermediate,1,7,5,1
math_l5_x1y7_f2,5,Calculus Foundations,limits,ε-δ definition of limits,,intermediate,1,7,5,1
math_l5_x1y7_f3,5,Calculus Foundations,limits,One-sided limits: left and right,,intermediate,1,7,5,1
math_l5_x1y7_f4,5,Calculus Foundations,limits,Infinite limits,,intermediate,1,7,5,1
math_l5_x1y7_f5,5,Calculus Foundations,limits,Limits at infinity,,intermediate,1,7,5,1
math_l5_x1y7_f6,5,Calculus Foundations,limits,Continuity requires limit equals function value,,intermediate,1,7,5,1
math_l5_x1y7_f7,5,Calculus Foundations,limits,Intermediate Value Theorem,,intermediate,1,7,5,1
math_l5_x1y7_f8,5,Calculus Foundations,limits,Squeeze Theorem (Sandwich Theorem),,intermediate,1,7,5,1
math_l5_x1y7_f9,5,Calculus Foundations,limits,L'Hôpital's Rule for indeterminate forms,,intermediate,1,7,5,1
math_l5_x1y7_f10,5,Calculus Foundations,limits,Limits of sequences and series,,intermediate,1,7,5,1
math_l5_x2y7_f1,5,Calculus Foundations,derivatives,Derivative measures instantaneous rate of change,2 × ⍵  ⍝ Derivative of x² is 2x,intermediate,2,7,5,0
math_l5_x2y7_f2,5,Calculus Foundations,derivatives,Power rule: d/dx[xⁿ] = nxⁿ⁻¹,3 × ⍵*2  ⍝ Derivative of x³ is 3x²,intermediate,2,7,5,0
math_l5_x2y7_f3,5,Calculus Foundations,derivatives,Product rule: d/dx[uv] = u'v + uv',{(⍵+0.001) - ⍵} ÷ 0.001  ⍝ Numerical derivative approximation,intermediate,2,7,5,0
math_l5_x2y7_f4,5,Calculus Foundations,derivatives,Quotient rule: d/dx[u/v] = (u'v - uv')/v²,2 × ⍵  ⍝ Derivative of x² is 2x,intermediate,2,7,5,0
math_l5_x2y7_f5,5,Calculus Foundations,derivatives,Chain rule: d/dx[f(g(x))] = f'(g(x)) × g'(x),3 × ⍵*2  ⍝ Derivative of x³ is 3x²,intermediate,2,7,5,0
math_l5_x2y7_f6,5,Calculus Foundations,derivatives,Implicit differentiation,{(⍵+0.001) - ⍵} ÷ 0.001  ⍝ Numerical derivative approximation,intermediate,2,7,5,0
math_l5_x2y7_f7,5,Calculus Foundations,derivatives,Higher-order derivatives,2 × ⍵  ⍝ Derivative of x² is 2x,intermediate,2,7,5,0
math_l5_x2y7_f8,5,Calculus Foundations,derivatives,"Applications: velocity, acceleration, optimization",3 × ⍵*2  ⍝ Derivative of x³ is 3x²,intermediate,2,7,5,0
math_l5_x2y7_f9,5,Calculus Foundations,derivatives,Mean Value Theorem,{(⍵+0.001) - ⍵} ÷ 0.001  ⍝ Numerical derivative approximation,intermediate,2,7,5,0
math_l5_x2y7_f10,5,Calculus Foundations,derivatives,Linear approximation and differentials,2 × ⍵  ⍝ Derivative of x² is 2x,intermediate,2,7,5,0
math_l5_x3y7_f1,5,Calculus Foundations,integrals,Integral finds area under curve,+/ 0.1 × ⍳10  ⍝ Approximate integral using rectangles,intermediate,3,7,5,1
math_l5_x3y7_f2,5,Calculus Foundations,integrals,Fundamental Theorem connects derivatives and integrals,0.5 × (+/ 2 × ⍳10) × 0.1  ⍝ Trapezoidal rule approximation,intermediate,3,7,5,1
math_l5_x3y7_f3,5,Calculus Foundations,integrals,Indefinite integrals (antiderivatives),{+/ (⍺ ÷ ⍵) × ⍳⍵}  ⍝ Riemann sum approximation,intermediate,3,7,5,1
math_l5_x3y7_f4,5,Calculus Foundations,integrals,Definite integrals with limits,+/ 0.1 × ⍳10  ⍝ Approximate integral using rectangles,intermediate,3,7,5,1
math_l5_x3y7_f5,5,Calculus Foundations,integrals,Substitution method (u-substitution),0.5 × (+/ 2 × ⍳10) × 0.1  ⍝ Trapezoidal rule approximation,intermediate,3,7,5,1
math_l5_x3y7_f6,5,Calculus Foundations,integrals,Integration by parts: ∫udv = uv - ∫vdu,{+/ (⍺ ÷ ⍵) × ⍳⍵}  ⍝ Riemann sum approximation,intermediate,3,7,5,1
math_l5_x3y7_f7,5,Calculus Foundations,integrals,Partial fractions,+/ 0.1 × ⍳10  ⍝ Approximate integral using rectangles,intermediate,3,7,5,1
math_l5_x3y7_f8,5,Calculus Foundations,integrals,Trigonometric integrals,0.5 × (+/ 2 × ⍳10) × 0.1  ⍝ Trapezoidal rule approximation,intermediate,3,7,5,1
math_l5_x3y7_f9,5,Calculus Foundations,integrals,Improper integrals,{+/ (⍺ ÷ ⍵) × ⍳⍵}  ⍝ Riemann sum approximation,intermediate,3,7,5,1
math_l5_x3y7_f10,5,Calculus Foundations,integrals,"Applications: area, volume, work, probability",+/ 0.1 × ⍳10  ⍝ Approximate integral using rectangles,intermediate,3,7,5,1
math_l5_x4y7_f1,5,Calculus Foundations,series,Infinite series: sum of infinite terms,,intermediate,4,7,5,0
math_l5_x4y7_f2,5,Calculus Foundations,series,Geometric series: ∑arⁿ⁻¹,,intermediate,4,7,5,0
math_l5_x4y7_f3,5,Calculus Foundations,series,Telescoping series,,intermediate,4,7,5,0
math_l5_x4y7_f4,5,Calculus Foundations,series,p-series: ∑1/nᵖ,,intermediate,4,7,5,0
math_l5_x4y7_f5,5,Calculus Foundations,series,Integral test for convergence,,intermediate,4,7,5,0
math_l5_x4y7_f6,5,Calculus Foundations,series,Comparison test,,intermediate,4,7,5,0
math_l5_x4y7_f7,5,Calculus Foundations,series,Ratio test,,intermediate,4,7,5,0
math_l5_x4y7_f8,5,Calculus Foundations,series,Root test,,intermediate,4,7,5,0
math_l5_x4y7_f9,5,Calculus Foundations,series,Alternating series test,,intermediate,4,7,5,0
math_l5_x4y7_f10,5,Calculus Foundations,series,Power series and Taylor series,,intermediate,4,7,5,0
math_l5_x5y7_f1,5,Calculus Foundations,limits,Limit describes function behavior near a point,,intermediate,5,7,5,1
math_l5_x5y7_f2,5,Calculus Foundations,limits,ε-δ definition of limits,,intermediate,5,7,5,1
math_l5_x5y7_f3,5,Calculus Foundations,limits,One-sided limits: left and right,,intermediate,5,7,5,1
math_l5_x5y7_f4,5,Calculus Foundations,limits,Infinite limits,,intermediate,5,7,5,1
math_l5_x5y7_f5,5,Calculus Foundations,limits,Limits at infinity,,intermediate,5,7,5,1
math_l5_x5y7_f6,5,Calculus Foundations,limits,Continuity requires limit equals function value,,intermediate,5,7,5,1
math_l5_x5y7_f7,5,Calculus Foundations,limits,Intermediate Value Theorem,,intermediate,5,7,5,1
math_l5_x5y7_f8,5,Calculus Foundations,limits,Squeeze Theorem (Sandwich Theorem),,intermediate,5,7,5,1
math_l5_x5y7_f9,5,Calculus Foundations,limits,L'Hôpital's Rule for indeterminate forms,,intermediate,5,7,5,1
math_l5_x5y7_f10,5,Calculus Foundations,limits,Limits of sequences and series,,intermediate,5,7,5,1
math_l5_x6y7_f1,5,Calculus Foundations,derivatives,Derivative measures instantaneous rate of change,2 × ⍵  ⍝ Derivative of x² is 2x,intermediate,6,7,5,0
math_l5_x6y7_f2,5,Calculus Foundations,derivatives,Power rule: d/dx[xⁿ] = nxⁿ⁻¹,3 × ⍵*2  ⍝ Derivative of x³ is 3x²,intermediate,6,7,5,0
math_l5_x6y7_f3,5,Calculus Foundations,derivatives,Product rule: d/dx[uv] = u'v + uv',{(⍵+0.001) - ⍵} ÷ 0.001  ⍝ Numerical derivative approximation,intermediate,6,7,5,0
math_l5_x6y7_f4,5,Calculus Foundations,derivatives,Quotient rule: d/dx[u/v] = (u'v - uv')/v²,2 × ⍵  ⍝ Derivative of x² is 2x,intermediate,6,7,5,0
math_l5_x6y7_f5,5,Calculus Foundations,derivatives,Chain rule: d/dx[f(g(x))] = f'(g(x)) × g'(x),3 × ⍵*2  ⍝ Derivative of x³ is 3x²,intermediate,6,7,5,0
math_l5_x6y7_f6,5,Calculus Foundations,derivatives,Implicit differentiation,{(⍵+0.001) - ⍵} ÷ 0.001  ⍝ Numerical derivative approximation,intermediate,6,7,5,0
math_l5_x6y7_f7,5,Calculus Foundations,derivatives,Higher-order derivatives,2 × ⍵  ⍝ Derivative of x² is 2x,intermediate,6,7,5,0
math_l5_x6y7_f8,5,Calculus Foundations,derivatives,"Applications: velocity, acceleration, optimization",3 × ⍵*2  ⍝ Derivative of x³ is 3x²,intermediate,6,7,5,0
math_l5_x6y7_f9,5,Calculus Foundations,derivatives,Mean Value Theorem,{(⍵+0.001) - ⍵} ÷ 0.001  ⍝ Numerical derivative approximation,intermediate,6,7,5,0
math_l5_x6y7_f10,5,Calculus Foundations,derivatives,Linear approximation and differentials,2 × ⍵  ⍝ Derivative of x² is 2x,intermediate,6,7,5,0
math_l5_x7y7_f1,5,Calculus Foundations,integrals,Integral finds area under curve,+/ 0.1 × ⍳10  ⍝ Approximate integral using rectangles,intermediate,7,7,5,1
math_l5_x7y7_f2,5,Calculus Foundations,integrals,Fundamental Theorem connects derivatives and integrals,0.5 × (+/ 2 × ⍳10) × 0.1  ⍝ Trapezoidal rule approximation,intermediate,7,7,5,1
math_l5_x7y7_f3,5,Calculus Foundations,integrals,Indefinite integrals (antiderivatives),{+/ (⍺ ÷ ⍵) × ⍳⍵}  ⍝ Riemann sum approximation,intermediate,7,7,5,1
math_l5_x7y7_f4,5,Calculus Foundations,integrals,Definite integrals with limits,+/ 0.1 × ⍳10  ⍝ Approximate integral using rectangles,intermediate,7,7,5,1
math_l5_x7y7_f5,5,Calculus Foundations,integrals,Substitution method (u-substitution),0.5 × (+/ 2 × ⍳10) × 0.1  ⍝ Trapezoidal rule approximation,intermediate,7,7,5,1
math_l5_x7y7_f6,5,Calculus Foundations,integrals,Integration by parts: ∫udv = uv - ∫vdu,{+/ (⍺ ÷ ⍵) × ⍳⍵}  ⍝ Riemann sum approximation,intermediate,7,7,5,1
math_l5_x7y7_f7,5,Calculus Foundations,integrals,Partial fractions,+/ 0.1 × ⍳10  ⍝ Approximate integral using rectangles,intermediate,7,7,5,1
math_l5_x7y7_f8,5,Calculus Foundations,integrals,Trigonometric integrals,0.5 × (+/ 2 × ⍳10) × 0.1  ⍝ Trapezoidal rule approximation,intermediate,7,7,5,1
math_l5_x7y7_f9,5,Calculus Foundations,integrals,Improper integrals,{+/ (⍺ ÷ ⍵) × ⍳⍵}  ⍝ Riemann sum approximation,intermediate,7,7,5,1
math_l5_x7y7_f10,5,Calculus Foundations,integrals,"Applications: area, volume, work, probability",+/ 0.1 × ⍳10  ⍝ Approximate integral using rectangles,intermediate,7,7,5,1
math_l5_x8y7_f1,5,Calculus Foundations,series,Infinite series: sum of infinite terms,,intermediate,8,7,5,0
math_l5_x8y7_f2,5,Calculus Foundations,series,Geometric series: ∑arⁿ⁻¹,,intermediate,8,7,5,0
math_l5_x8y7_f3,5,Calculus Foundations,series,Telescoping series,,intermediate,8,7,5,0
math_l5_x8y7_f4,5,Calculus Foundations,series,p-series: ∑1/nᵖ,,intermediate,8,7,5,0
math_l5_x8y7_f5,5,Calculus Foundations,series,Integral test for convergence,,intermediate,8,7,5,0
math_l5_x8y7_f6,5,Calculus Foundations,series,Comparison test,,intermediate,8,7,5,0
math_l5_x8y7_f7,5,Calculus Foundations,series,Ratio test,,intermediate,8,7,5,0
math_l5_x8y7_f8,5,Calculus Foundations,series,Root test,,intermediate,8,7,5,0
math_l5_x8y7_f9,5,Calculus Foundations,series,Alternating series test,,intermediate,8,7,5,0
math_l5_x8y7_f10,5,Calculus Foundations,series,Power series and Taylor series,,intermediate,8,7,5,0
math_l5_x1y8_f1,5,Calculus Foundations,limits,Limit describes function behavior near a point,,intermediate,1,8,5,0
math_l5_x1y8_f2,5,Calculus Foundations,limits,ε-δ definition of limits,,intermediate,1,8,5,0
math_l5_x1y8_f3,5,Calculus Foundations,limits,One-sided limits: left and right,,intermediate,1,8,5,0
math_l5_x1y8_f4,5,Calculus Foundations,limits,Infinite limits,,intermediate,1,8,5,0
math_l5_x1y8_f5,5,Calculus Foundations,limits,Limits at infinity,,intermediate,1,8,5,0
math_l5_x1y8_f6,5,Calculus Foundations,limits,Continuity requires limit equals function value,,intermediate,1,8,5,0
math_l5_x1y8_f7,5,Calculus Foundations,limits,Intermediate Value Theorem,,intermediate,1,8,5,0
math_l5_x1y8_f8,5,Calculus Foundations,limits,Squeeze Theorem (Sandwich Theorem),,intermediate,1,8,5,0
math_l5_x1y8_f9,5,Calculus Foundations,limits,L'Hôpital's Rule for indeterminate forms,,intermediate,1,8,5,0
math_l5_x1y8_f10,5,Calculus Foundations,limits,Limits of sequences and series,,intermediate,1,8,5,0
math_l5_x2y8_f1,5,Calculus Foundations,derivatives,Derivative measures instantaneous rate of change,3 × ⍵*2  ⍝ Derivative of x³ is 3x²,intermediate,2,8,5,1
math_l5_x2y8_f2,5,Calculus Foundations,derivatives,Power rule: d/dx[xⁿ] = nxⁿ⁻¹,{(⍵+0.001) - ⍵} ÷ 0.001  ⍝ Numerical derivative approximation,intermediate,2,8,5,1
math_l5_x2y8_f3,5,Calculus Foundations,derivatives,Product rule: d/dx[uv] = u'v + uv',2 × ⍵  ⍝ Derivative of x² is 2x,intermediate,2,8,5,1
math_l5_x2y8_f4,5,Calculus Foundations,derivatives,Quotient rule: d/dx[u/v] = (u'v - uv')/v²,3 × ⍵*2  ⍝ Derivative of x³ is 3x²,intermediate,2,8,5,1
math_l5_x2y8_f5,5,Calculus Foundations,derivatives,Chain rule: d/dx[f(g(x))] = f'(g(x)) × g'(x),{(⍵+0.001) - ⍵} ÷ 0.001  ⍝ Numerical derivative approximation,intermediate,2,8,5,1
math_l5_x2y8_f6,5,Calculus Foundations,derivatives,Implicit differentiation,2 × ⍵  ⍝ Derivative of x² is 2x,intermediate,2,8,5,1
math_l5_x2y8_f7,5,Calculus Foundations,derivatives,Higher-order derivatives,3 × ⍵*2  ⍝ Derivative of x³ is 3x²,intermediate,2,8,5,1
math_l5_x2y8_f8,5,Calculus Foundations,derivatives,"Applications: velocity, acceleration, optimization",{(⍵+0.001) - ⍵} ÷ 0.001  ⍝ Numerical derivative approximation,intermediate,2,8,5,1
math_l5_x2y8_f9,5,Calculus Foundations,derivatives,Mean Value Theorem,2 × ⍵  ⍝ Derivative of x² is 2x,intermediate,2,8,5,1
math_l5_x2y8_f10,5,Calculus Foundations,derivatives,Linear approximation and differentials,3 × ⍵*2  ⍝ Derivative of x³ is 3x²,intermediate,2,8,5,1
math_l5_x3y8_f1,5,Calculus Foundations,integrals,Integral finds area under curve,0.5 × (+/ 2 × ⍳10) × 0.1  ⍝ Trapezoidal rule approximation,intermediate,3,8,5,0
math_l5_x3y8_f2,5,Calculus Foundations,integrals,Fundamental Theorem connects derivatives and integrals,{+/ (⍺ ÷ ⍵) × ⍳⍵}  ⍝ Riemann sum approximation,intermediate,3,8,5,0
math_l5_x3y8_f3,5,Calculus Foundations,integrals,Indefinite integrals (antiderivatives),+/ 0.1 × ⍳10  ⍝ Approximate integral using rectangles,intermediate,3,8,5,0
math_l5_x3y8_f4,5,Calculus Foundations,integrals,Definite integrals with limits,0.5 × (+/ 2 × ⍳10) × 0.1  ⍝ Trapezoidal rule approximation,intermediate,3,8,5,0
math_l5_x3y8_f5,5,Calculus Foundations,integrals,Substitution method (u-substitution),{+/ (⍺ ÷ ⍵) × ⍳⍵}  ⍝ Riemann sum approximation,intermediate,3,8,5,0
math_l5_x3y8_f6,5,Calculus Foundations,integrals,Integration by parts: ∫udv = uv - ∫vdu,+/ 0.1 × ⍳10  ⍝ Approximate integral using rectangles,intermediate,3,8,5,0
math_l5_x3y8_f7,5,Calculus Foundations,integrals,Partial fractions,0.5 × (+/ 2 × ⍳10) × 0.1  ⍝ Trapezoidal rule approximation,intermediate,3,8,5,0
math_l5_x3y8_f8,5,Calculus Foundations,integrals,Trigonometric integrals,{+/ (⍺ ÷ ⍵) × ⍳⍵}  ⍝ Riemann sum approximation,intermediate,3,8,5,0
math_l5_x3y8_f9,5,Calculus Foundations,integrals,Improper integrals,+/ 0.1 × ⍳10  ⍝ Approximate integral using rectangles,intermediate,3,8,5,0
math_l5_x3y8_f10,5,Calculus Foundations,integrals,"Applications: area, volume, work, probability",0.5 × (+/ 2 × ⍳10) × 0.1  ⍝ Trapezoidal rule approximation,intermediate,3,8,5,0
math_l5_x4y8_f1,5,Calculus Foundations,series,Infinite series: sum of infinite terms,,intermediate,4,8,5,1
math_l5_x4y8_f2,5,Calculus Foundations,series,Geometric series: ∑arⁿ⁻¹,,intermediate,4,8,5,1
math_l5_x4y8_f3,5,Calculus Foundations,series,Telescoping series,,intermediate,4,8,5,1
math_l5_x4y8_f4,5,Calculus Foundations,series,p-series: ∑1/nᵖ,,intermediate,4,8,5,1
math_l5_x4y8_f5,5,Calculus Foundations,series,Integral test for convergence,,intermediate,4,8,5,1
math_l5_x4y8_f6,5,Calculus Foundations,series,Comparison test,,intermediate,4,8,5,1
math_l5_x4y8_f7,5,Calculus Foundations,series,Ratio test,,intermediate,4,8,5,1
math_l5_x4y8_f8,5,Calculus Foundations,series,Root test,,intermediate,4,8,5,1
math_l5_x4y8_f9,5,Calculus Foundations,series,Alternating series test,,intermediate,4,8,5,1
math_l5_x4y8_f10,5,Calculus Foundations,series,Power series and Taylor series,,intermediate,4,8,5,1
math_l5_x5y8_f1,5,Calculus Foundations,limits,Limit describes function behavior near a point,,intermediate,5,8,5,0
math_l5_x5y8_f2,5,Calculus Foundations,limits,ε-δ definition of limits,,intermediate,5,8,5,0
math_l5_x5y8_f3,5,Calculus Foundations,limits,One-sided limits: left and right,,intermediate,5,8,5,0
math_l5_x5y8_f4,5,Calculus Foundations,limits,Infinite limits,,intermediate,5,8,5,0
math_l5_x5y8_f5,5,Calculus Foundations,limits,Limits at infinity,,intermediate,5,8,5,0
math_l5_x5y8_f6,5,Calculus Foundations,limits,Continuity requires limit equals function value,,intermediate,5,8,5,0
math_l5_x5y8_f7,5,Calculus Foundations,limits,Intermediate Value Theorem,,intermediate,5,8,5,0
math_l5_x5y8_f8,5,Calculus Foundations,limits,Squeeze Theorem (Sandwich Theorem),,intermediate,5,8,5,0
math_l5_x5y8_f9,5,Calculus Foundations,limits,L'Hôpital's Rule for indeterminate forms,,intermediate,5,8,5,0
math_l5_x5y8_f10,5,Calculus Foundations,limits,Limits of sequences and series,,intermediate,5,8,5,0
math_l5_x6y8_f1,5,Calculus Foundations,derivatives,Derivative measures instantaneous rate of change,3 × ⍵*2  ⍝ Derivative of x³ is 3x²,intermediate,6,8,5,1
math_l5_x6y8_f2,5,Calculus Foundations,derivatives,Power rule: d/dx[xⁿ] = nxⁿ⁻¹,{(⍵+0.001) - ⍵} ÷ 0.001  ⍝ Numerical derivative approximation,intermediate,6,8,5,1
math_l5_x6y8_f3,5,Calculus Foundations,derivatives,Product rule: d/dx[uv] = u'v + uv',2 × ⍵  ⍝ Derivative of x² is 2x,intermediate,6,8,5,1
math_l5_x6y8_f4,5,Calculus Foundations,derivatives,Quotient rule: d/dx[u/v] = (u'v - uv')/v²,3 × ⍵*2  ⍝ Derivative of x³ is 3x²,intermediate,6,8,5,1
math_l5_x6y8_f5,5,Calculus Foundations,derivatives,Chain rule: d/dx[f(g(x))] = f'(g(x)) × g'(x),{(⍵+0.001) - ⍵} ÷ 0.001  ⍝ Numerical derivative approximation,intermediate,6,8,5,1
math_l5_x6y8_f6,5,Calculus Foundations,derivatives,Implicit differentiation,2 × ⍵  ⍝ Derivative of x² is 2x,intermediate,6,8,5,1
math_l5_x6y8_f7,5,Calculus Foundations,derivatives,Higher-order derivatives,3 × ⍵*2  ⍝ Derivative of x³ is 3x²,intermediate,6,8,5,1
math_l5_x6y8_f8,5,Calculus Foundations,derivatives,"Applications: velocity, acceleration, optimization",{(⍵+0.001) - ⍵} ÷ 0.001  ⍝ Numerical derivative approximation,intermediate,6,8,5,1
math_l5_x6y8_f9,5,Calculus Foundations,derivatives,Mean Value Theorem,2 × ⍵  ⍝ Derivative of x² is 2x,intermediate,6,8,5,1
math_l5_x6y8_f10,5,Calculus Foundations,derivatives,Linear approximation and differentials,3 × ⍵*2  ⍝ Derivative of x³ is 3x²,intermediate,6,8,5,1
math_l5_x7y8_f1,5,Calculus Foundations,integrals,Integral finds area under curve,0.5 × (+/ 2 × ⍳10) × 0.1  ⍝ Trapezoidal rule approximation,intermediate,7,8,5,0
math_l5_x7y8_f2,5,Calculus Foundations,integrals,Fundamental Theorem connects derivatives and integrals,{+/ (⍺ ÷ ⍵) × ⍳⍵}  ⍝ Riemann sum approximation,intermediate,7,8,5,0
math_l5_x7y8_f3,5,Calculus Foundations,integrals,Indefinite integrals (antiderivatives),+/ 0.1 × ⍳10  ⍝ Approximate integral using rectangles,intermediate,7,8,5,0
math_l5_x7y8_f4,5,Calculus Foundations,integrals,Definite integrals with limits,0.5 × (+/ 2 × ⍳10) × 0.1  ⍝ Trapezoidal rule approximation,intermediate,7,8,5,0
math_l5_x7y8_f5,5,Calculus Foundations,integrals,Substitution method (u-substitution),{+/ (⍺ ÷ ⍵) × ⍳⍵}  ⍝ Riemann sum approximation,intermediate,7,8,5,0
math_l5_x7y8_f6,5,Calculus Foundations,integrals,Integration by parts: ∫udv = uv - ∫vdu,+/ 0.1 × ⍳10  ⍝ Approximate integral using rectangles,intermediate,7,8,5,0
math_l5_x7y8_f7,5,Calculus Foundations,integrals,Partial fractions,0.5 × (+/ 2 × ⍳10) × 0.1  ⍝ Trapezoidal rule approximation,intermediate,7,8,5,0
math_l5_x7y8_f8,5,Calculus Foundations,integrals,Trigonometric integrals,{+/ (⍺ ÷ ⍵) × ⍳⍵}  ⍝ Riemann sum approximation,intermediate,7,8,5,0
math_l5_x7y8_f9,5,Calculus Foundations,integrals,Improper integrals,+/ 0.1 × ⍳10  ⍝ Approximate integral using rectangles,intermediate,7,8,5,0
math_l5_x7y8_f10,5,Calculus Foundations,integrals,"Applications: area, volume, work, probability",0.5 × (+/ 2 × ⍳10) × 0.1  ⍝ Trapezoidal rule approximation,intermediate,7,8,5,0
math_l5_x8y8_f1,5,Calculus Foundations,series,Infinite series: sum of infinite terms,,intermediate,8,8,5,1
math_l5_x8y8_f2,5,Calculus Foundations,series,Geometric series: ∑arⁿ⁻¹,,intermediate,8,8,5,1
math_l5_x8y8_f3,5,Calculus Foundations,series,Telescoping series,,intermediate,8,8,5,1
math_l5_x8y8_f4,5,Calculus Foundations,series,p-series: ∑1/nᵖ,,intermediate,8,8,5,1
math_l5_x8y8_f5,5,Calculus Foundations,series,Integral test for convergence,,intermediate,8,8,5,1
math_l5_x8y8_f6,5,Calculus Foundations,series,Comparison test,,intermediate,8,8,5,1
math_l5_x8y8_f7,5,Calculus Foundations,series,Ratio test,,intermediate,8,8,5,1
math_l5_x8y8_f8,5,Calculus Foundations,series,Root test,,intermediate,8,8,5,1
math_l5_x8y8_f9,5,Calculus Foundations,series,Alternating series test,,intermediate,8,8,5,1
math_l5_x8y8_f10,5,Calculus Foundations,series,Power series and Taylor series,,intermediate,8,8,5,1
math_l6_x1y1_f1,6,Linear Algebra,vectors,Vectors have magnitude and direction,1 2 3 +.× 4 5 6  ⍝ Dot product,intermediate,1,1,6,0
math_l6_x1y1_f2,6,Linear Algebra,vectors,Vector addition and scalar multiplication,1 0 0 +.× 0 1 0  ⍝ Orthogonal vectors,intermediate,1,1,6,0
math_l6_x1y1_f3,6,Linear Algebra,vectors,Dot product: u·v = |u||v|cosθ,+/ (⍳10) * 2  ⍝ Scalar multiplication,intermediate,1,1,6,0
math_l6_x1y1_f4,6,Linear Algebra,vectors,Cross product in 3D space,1 2 3 +.× 4 5 6  ⍝ Dot product,intermediate,1,1,6,0
math_l6_x1y1_f5,6,Linear Algebra,vectors,Vector spaces and subspaces,1 0 0 +.× 0 1 0  ⍝ Orthogonal vectors,intermediate,1,1,6,0
math_l6_x1y1_f6,6,Linear Algebra,vectors,Linear independence,+/ (⍳10) * 2  ⍝ Scalar multiplication,intermediate,1,1,6,0
math_l6_x1y1_f7,6,Linear Algebra,vectors,Basis and dimension,1 2 3 +.× 4 5 6  ⍝ Dot product,intermediate,1,1,6,0
math_l6_x1y1_f8,6,Linear Algebra,vectors,Coordinate systems,1 0 0 +.× 0 1 0  ⍝ Orthogonal vectors,intermediate,1,1,6,0
math_l6_x1y1_f9,6,Linear Algebra,vectors,Vector norms and distances,+/ (⍳10) * 2  ⍝ Scalar multiplication,intermediate,1,1,6,0
math_l6_x1y1_f10,6,Linear Algebra,vectors,Applications in physics and computer graphics,1 2 3 +.× 4 5 6  ⍝ Dot product,intermediate,1,1,6,0
math_l6_x2y1_f1,6,Linear Algebra,matrices,Matrices are rectangular arrays of numbers,2 2 ⍴ 1 2 3 4  ⍝ Create 2×2 matrix,intermediate,2,1,6,1
math_l6_x2y1_f2,6,Linear Algebra,matrices,Matrix addition and scalar multiplication,A ← 2 2 ⍴ 1 2 3 4 ⋄ B ← 2 2 ⍴ 5 6 7 8 ⋄ A +.× B  ⍝ Matrix multiplication,intermediate,2,1,6,1
math_l6_x2y1_f3,6,Linear Algebra,matrices,Matrix multiplication: AB ≠ BA generally,⌹ 2 2 ⍴ 1 2 3 4  ⍝ Matrix inverse,intermediate,2,1,6,1
math_l6_x2y1_f4,6,Linear Algebra,matrices,Identity matrix I,2 2 ⍴ 1 2 3 4  ⍝ Create 2×2 matrix,intermediate,2,1,6,1
math_l6_x2y1_f5,6,Linear Algebra,matrices,Inverse matrix A⁻¹,A ← 2 2 ⍴ 1 2 3 4 ⋄ B ← 2 2 ⍴ 5 6 7 8 ⋄ A +.× B  ⍝ Matrix multiplication,intermediate,2,1,6,1
math_l6_x2y1_f6,6,Linear Algebra,matrices,Transpose Aᵀ,⌹ 2 2 ⍴ 1 2 3 4  ⍝ Matrix inverse,intermediate,2,1,6,1
math_l6_x2y1_f7,6,Linear Algebra,matrices,Determinant det(A),2 2 ⍴ 1 2 3 4  ⍝ Create 2×2 matrix,intermediate,2,1,6,1
